ID,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,750.0,760.0,770.0,780.0,790.0,800.0,810.0,820.0,830.0,840.0,850.0,860.0,870.0,880.0,890.0,900.0,910.0,920.0,930.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.9553,0.0,0.0,0.0,42678.1503,0.0,15065.788,0.0,4013.592,0.0,0.0,4083.8794,0.0,24639.416,0.0,0.0,3116.7148,0.0,0.0,3623.366,0.0,0.0,0.0,0.0,0.0,10521.827,2154.1362,0.0,2538.4834,0.0,0.0,0.0,0.0,0.0,0.0,2092.9236,0.0,0.0,2333.795,2265.38,0.0,0.0,0.0,0.0,0.0,0.0,2487.5056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7323.167,14354.7139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4090.0981,0.0,0.0,0.0,3158.6755,0.0,0.0,3397.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.6621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.2905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12283.899099999999,28748.6582,14023.4257,0.0,0.0,0.0,3977.3162,0.0,0.0,0.0,0.0,11093.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352.9297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8782.9604,0.0,10254.3645,9665.693,4137.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11206.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3493.7961,3352.2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3059.6394,1329.5146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3762.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5055.612,0.0,3750.435,0.0,3514.2173,0.0,0.0,0.0,9750.161,0.0,0.0,0.0,0.0,0.0,3550.1494,0.0,0.0,0.0,2416.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5650.8594,0.0,5902.2417,32625.118000000002,0.0,7809.7617,15049.761999999999,41848.032999999996,14828.546,20293.6076,0.0,20131.152000000002,9156.474,29273.8205,0.0,18068.319,0.0,6598.7427,0.0,0.0,8141.6807,0.0,0.0,10666.5258,0.0,0.0,3468.5652,3186.3171,0.0,0.0,0.0,0.0,0.0,3319.3428,2554.7642,0.0,0.0,0.0,0.0,0.0,0.0,1992.902,0.0,0.0,0.0,0.0,0.0,0.0,10259.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24470.803,0.0,0.0,0.0,6943.944,55088.78,87162.05,13639.386,143903.322,634943.3,42808.723,40077.938,0.0,364050.28,31401.73,90324.47,0.0,66540.827,26568.643,64334.39600000001,0.0,114955.12700000001,15446.479,144618.646,216711.413,57918.562,0.0,0.0,33722.324,51566.182,0.0,174102.77949999998,57008.4396,0.0,0.0,31004.89,0.0,52907.976,0.0,0.0,0.0,0.0,0.0,35304.68,0.0,4732.7627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619229.9,1305026.16,405250.56,1153649.72,189077.4,251471.55099999998,1375435.2,1198914.3599999999,503902.47,1751884.2,0.0,2408034.7,586037.06,0.0,651571.12,1581845.65,5200241.53,1275479.24,0.0,0.0,190446.84,0.0,585252.5549999999,226971.03,0.0,1487806.0,1195672.44,215830.6,64270.98,2169508.885,0.0,1149676.0,119996.664,304716.88,2057943.06,380680.22,0.0,550638.62,0.0,0.0,57856.87,0.0,163839.46000000002,0.0,110961.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542541.06,336737.53,693460.44,0.0,0.0,805495.56,461243.03,0.0,0.0,820243.1,0.0,0.0,4753231.6,2049045.3399999999,0.0,6815521.2,0.0,524598.44,1819874.8,3576933.25,0.0,10820374.899999999,10919842.500000002,1343997.0,1357624.8,3148078.9000000004,701409.5,3035546.7,0.0,5268779.35,0.0,0.0,1630251.6,490161.06,2948345.42,3397498.51,3099338.4,2448204.71,883219.0,226728.61,0.0,273149.03,736554.15,0.0,0.0,272693.7,0.0,0.0,283119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
