ID,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,750.0,760.0,770.0,780.0,790.0,800.0,810.0,820.0,830.0,840.0,850.0,860.0,870.0,880.0,890.0,900.0,910.0,920.0,930.0,940.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19236.296000000002,0.0,4323.029,31290.6322,0.0,0.0,0.0,0.0,0.0,0.0,25456.896800000002,4697.0923,8247.341,6944.7007,0.0,3434.619,0.0,0.0,0.0,0.0,3398.4937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4981.638,0.0,6831.893,16702.8125,14889.874,0.0,0.0,0.0,0.0,0.0,0.0,4705.217,3544.183,6724.794,4015.402,0.0,3481.257,0.0,0.0,0.0,5044.4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58636.6345,16416.569000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006.005,0.0,0.0,0.0,0.0,0.0,3471.956,3089.5654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195.538,2030.3516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32789.096000000005,4710.0303,0.0,4782.72,0.0,0.0,0.0,0.0,5321.706,8927.824,25161.292,0.0,0.0,12656.6653,0.0,0.0,4021.134,4532.9585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972.7632,5604.0244,2756.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3777.7766,0.0,19740.557,12692.294,0.0,14161.0926,0.0,0.0,4662.3174,0.0,0.0,0.0,8312.568,3900.5762,0.0,10007.7327,6631.3945,0.0,0.0,4930.7056,0.0,3973.4124,14690.596000000001,0.0,0.0,0.0,0.0,0.0,0.0,3478.6516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491.1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4617.9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10177.526,7735.398,0.0,0.0,11969.602,27123.676,41960.965,22756.2,18431.543,11242.144,0.0,12740.524,0.0,0.0,28294.174,40325.361000000004,0.0,43366.301999999996,0.0,14149.179,7518.249,66113.84,32250.123,0.0,6743.44,0.0,0.0,14004.589,20089.986,0.0,0.0,0.0,0.0,8749.337,0.0,15733.263,9690.951,0.0,12855.327,0.0,45789.749,0.0,0.0,0.0,0.0,0.0,21209.771999999997,4621.3994,0.0,7560.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37443.203,0.0,0.0,15413.101,40627.637,0.0,0.0,0.0,0.0,30928.918,77131.2,68566.836,308880.03,80821.58,0.0,0.0,87607.15,135366.73,199207.51,245937.393,37919.21,274844.69,97548.629,911965.1399999999,67854.15599999999,155546.434,663697.496,0.0,462533.07399999996,51772.477,67694.57,166780.01,119302.744,0.0,97771.492,0.0,147625.412,17962.725,0.0,0.0,135738.00400000002,118547.418,476597.235,24970.402,0.0,51418.25,96629.194,63265.47,17317.859,0.0,0.0,0.0,66135.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590188.88,666283.36,0.0,0.0,122502.54,431420.23,0.0,0.0,0.0,1206408.65,0.0,1427543.2,292195.28,196023.84,498597.1,831945.6599999999,152857.23,0.0,137702.08,1872488.08,1568299.32,1689370.0,1400882.536,1074204.5899999999,7019593.0,7491768.289999999,1127809.4,3804784.08,427858.28,1118476.61,0.0,118823.484,296612.72,834878.51,1170916.46,855921.81,1375103.05,2221411.6799999997,420405.334,61055.67,0.0,119740.97,333116.624,420087.45,185000.21000000002,351411.729,96201.73,0.0,0.0,192752.55,0.0,104379.766,136812.22,0.0,0.0,182472.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881432.48,0.0,2430851.0,1354193213.3,3463425.5,2945802.5,3694476.8,10139437.7,3618297.96,662616.0610000001,13196740.28,309392.12,4529965.31,2552520.2,10390192.56,1283238.05,5266749.12,2885134.0700000003,3405637.4699999997,4642534.6,444183.06,6906324.52,0.0,3985592.69,0.0,855045.1,612025.53,5049634.74,308421.25,467695.69,106378.54,734824.75,1797332.8,5400845.5,335002.58999999997,89582.23,7372292.0600000005,263032.22,181174.94,206770.75,0.0,106753.65,0.0,91551.63,0.0,141586.84,0.0,0.0,0.0,0.0,191120.86,304846.97,0.0,0.0,0.0,370027.5,0.0,0.0,0.0
