ID,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,750.0,760.0,770.0,780.0,790.0,800.0,810.0,820.0,830.0,840.0,850.0,860.0,870.0,880.0,890.0,900.0,910.0,920.0,930.0,940.0,950.0,960.0,970.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7383.8677,8726.8969,0.0,3992.3228,14326.4984,4889.4517,0.0,4199.7925,0.0,0.0,0.0,5171.571,0.0,33404.18,4137.6826,0.0,8322.504500000001,0.0,0.0,6312.257799999999,0.0,0.0,3107.5054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.8752,0.0,6236.4263,0.0,13814.415200000001,0.0,3694.3826,0.0,5095.434,0.0,0.0,0.0,3115.515,19275.117299999998,4448.108,0.0,13777.8965,0.0,0.0,0.0,11561.621,0.0,2959.2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313.7952,3382.3818,4037.1455,10767.904,15093.1985,0.0,0.0,10469.328300000001,0.0,0.0,4057.3723,0.0,0.0,12029.924,7397.7217,0.0,11805.041700000002,0.0,0.0,0.0,3137.3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.1194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5260.3486,9784.2713,0.0,0.0,0.0,23154.0217,0.0,4715.1396,0.0,0.0,5126.5737,0.0,0.0,0.0,0.0,0.0,7057.717000000001,0.0,0.0,0.0,0.0,0.0,3436.4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.1355,0.0,2669.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8932.8867,0.0,12676.5981,0.0,17282.6964,21354.977,13382.3298,13908.233,5850.903,7651.623,0.0,5042.5376,0.0,0.0,9851.1147,21814.4864,0.0,0.0,0.0,18603.127500000002,0.0,0.0,45085.0305,0.0,0.0,0.0,0.0,0.0,0.0,13581.5408,0.0,0.0,0.0,0.0,0.0,0.0,3064.5488,0.0,3848.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24977.9177,0.0,0.0,15321.425,18536.734,13456.748,52140.9056,56469.823,0.0,0.0,7035.2554,29705.97,27290.124,25075.0276,0.0,10492.164,0.0,59059.96400000001,0.0,154177.64,45118.978,7992.271,0.0,13621.2336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4175.637,0.0,0.0,0.0,6039.6133,0.0,0.0,0.0,6603.722,0.0,0.0,0.0,0.0,0.0,0.0,2800.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22176.69,73316.55,0.0,0.0,0.0,121418.58099999999,188054.58599999998,154356.505,143484.96000000002,32094.363,50870.261,0.0,48972.383,115167.44,269256.50800000003,28392.36,197432.19,243017.96600000001,53199.56,0.0,0.0,0.001,54547.988,0.0,24910.295,0.0,0.0,0.0,95481.7,44881.754,204389.11,0.0,0.0,43141.68,19855.93,29643.957,0.0,41568.41,10422.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176261.25,0.0,0.0,0.0,0.0,0.0,192768.67,380379.5,710596.76,706473.75,833900.04,697055.55,343772.27,506142.4,526700.41,499317.69,604811.08,1119052.8399999999,1429817.94,1575092.79,605384.56,541882.67,889425.34,684886.8400000001,672594.98,298023.45,273184.78,349213.83,1073049.05,273731.54000000004,253668.23,0.0,142346.28,458026.32999999996,99240.55,306143.22,188244.57,71572.48,61968.45,0.0,69885.445,42833.062,0.0,51291.51,591401.7980000001,0.0,0.0,0.0,45078.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65726.87,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72026.164,0.0,353882.06,0.0,124062.71,0.0,826551.8,0.0,1409955.8,1729358.5,0.0,1794943.4,2518144.0300000003,975694.8799999999,458519.53,1086819.05,0.0,5705899.32,1049653.55,761674.7,2925278.11,11893648.7,604054.43,591733.6,1223032.98,4529538.5,701324.0800000001,2271232.02,372490.88,606151.36,511236.32999999996,339835.96,1500648.9,631542.44,447682.64,416100.22,387980.75,244742.22999999998,616907.3999999999,76905.68,985064.6799999999,0.0,0.0,800499.46,129796.62,0.0,322597.45999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5243030.8,0.0,3323888.5,0.0,939272.4,0.0,2763350.0,4340605.300000001,6484099.75,0.0,6769896.5600000005,0.001,4877464.1,0.0,2502502.8,0.0,2988513.76,17367244.7,1402392.801,9944089.45,8124776.4,6183162.1,9276353.3,7232141.5600000005,2576383.8,3700239.9,4868136.1,10114370.639999999,3059837.9,20109637.53,6361682.49,3245414.95,1647551.161,3208185.5999999996,3071008.2,4610842.38,229616.8,0.0,493207.53,0.0,825091.44,2864374.1999999997,1106273.6300000001,0.0,0.0,2292284.9400000004,0.0,0.0,0.0,0.0,0.0,0.0,400519.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816131.06,3305027.45,2975245.8,0.0,1942946.1,1625321.8,2301349.96,841771.2,0.0,4783412.7,4714009.5,0.0,32818345.9,39390466.2,5532487.699999999,2547845.05,61121445.1,32950320.0,11423586.5,8881149.7,18668148.2,12165655.16,7796427.501,5953026.7,0.0,9238184.26,1806692.94,2150388.5999999996,17713325.38,10752068.739999998,5310507.02,4281970.24,12842785.16,256371.05,1938180.94,12380389.350000001,2663641.33,0.0,637632.7,1837450.77,2291966.28,0.0,0.0,0.0,354786.0,0.0,0.0,264602.47,497192.75,0.0,234682.47,5383694.2,0.0,0.0,0.0,985294.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
