ID,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,750.0,760.0,770.0,780.0,790.0,800.0,810.0,820.0,830.0,840.0,850.0,860.0,870.0,880.0,890.0,900.0,910.0,920.0,930.0,940.0,950.0,960.0,970.0,980.0,990.0,1000.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797.087,0.0,15899.043500000002,10778.0903,21017.7412,48377.0913,8248.7339,38298.135800000004,3236.1135,14536.8806,0.0,3385.0847,0.0,9355.556,3871.4583,22697.7099,3678.5237,0.0,0.0,9616.0109,8723.205,3952.7554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4238.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2659.9534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7159.7041,0.0,24526.475899999998,27285.733,3656.243,54101.471000000005,11242.3105,10745.5606,4535.292,4607.481,0.0,0.0,3620.9824,0.0,0.0,4550.331,0.0,3813.74,0.0,0.0,0.0,0.0,4678.0645,0.0,0.0,0.0,0.0,0.0,9395.6716,0.0,0.0,0.0,0.0,0.0,0.0,4343.838,0.0,0.0,0.0,0.0,0.0,0.0,2094.1494,0.0,0.0,0.0,0.0,2685.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11209.3724,0.0,3011.0696,21381.450900000003,3007.8682,126687.4172,0.0,43236.8255,3018.1873,0.0,8407.2986,27389.7571,7282.8892,4724.9185,0.0,11411.4873,10778.1617,15694.887700000001,0.0,11323.587099999999,0.0,0.0,0.0,7121.138499999999,0.0,0.0,7882.5256,3783.0593,0.0,0.0,4583.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12031.4118,118275.07529999998,2968.8228,139265.7492,3947.7627,35217.686400000006,0.0,0.0,0.0,13992.024,0.0,2943.5308,0.0,3522.489,0.0,0.0,0.0,15349.728200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5176.9194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10832.818599999999,19351.8507,11813.672999999999,44766.2411,0.0,28107.364,3800.4087,3271.726,7963.5702,0.0,0.0,0.0,3302.4783,8604.0529,2803.3083,0.0,0.0,2688.2036,0.0,0.0,0.0,0.0,0.0,7290.442,3459.8567,4334.886,4463.4966,3263.897,0.0,0.0,0.0,0.0,2705.9536,4762.119,2107.536,2680.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5099.354,3938.9038,3676.1897,29892.266000000003,12228.272,2835.6736,13475.758699999998,9317.304,0.0,15947.776699999999,34523.5473,32019.588200000002,4731.564,0.0,0.0,6382.309,15283.8417,36607.11,0.0,0.0,4212.3667,4138.963,4522.15,0.0,0.0,5678.611,0.0,0.0,0.0,0.0,0.0,4821.902,6632.7163,0.0,0.0,0.0,3500.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2662.0881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13149.388,23931.430999999997,9082.864,0.0,8572.969,99466.19,0.0,18274.858,15407.819,0.0,39160.496,38740.079999999994,19289.592,26886.726,7831.6367,72730.744,9277.37,18098.236,0.0,30986.951,0.0,23723.577299999997,17972.540500000003,39558.2615,0.0,0.0,0.0,28096.655,12837.861,0.0,0.0,165719.89,18828.404,7045.764,0.0,9672.792,0.0,8196.3035,11648.433,0.0,5226.591,3728.4604,0.0,0.0,0.0,0.0,0.0,0.0,3694.1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51780.508,11832.321,43116.347,0.0,0.0,0.0,66827.534,0.0,98063.64,21855.465,136287.02,27597.164,2613440.58,674050.6670000001,76428.67300000001,59584.838,24438.105,25038.713,99539.164,30333.809,215636.09999999998,115055.527,286974.686,16865.55,40809.456999999995,449930.92000000004,38533.304000000004,0.0,0.0,38143.637,57861.14,38952.08,21602.277,66781.19099999999,37323.019,46214.207,48116.962,0.0,0.0,13674.392,0.0,0.0,92995.8655,45865.128,6421.46,39262.011,16108.975,0.0,0.0,44078.633,0.0,0.0,0.0,6227.0093,19335.984,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,45037.432,0.0,0.0,86084.83,0.0,44995.227,0.0,581099.397,488145.76,547530.37,92247.766,1564185.724,309966.302,160599.14,302468.04000000004,361916.48,767351.3970000001,554868.038,1252970.847,302349.236,151013.10100000002,558488.284,1250157.342,302131.97199999995,1842018.904,591742.355,72062.23,37377.7,328919.223,73307.43,168982.951,84170.53,37203.336,98677.445,144724.442,89274.82,0.0,63955.914000000004,38435.6,0.0,294690.83999999997,0.0,151141.837,124622.12700000001,0.0,102185.556,122499.24,75421.68,32694.596,23551.19,45824.586,479742.32,0.0,0.0,195868.468,317441.68200000003,0.0,0.0,0.0,0.0
