ID,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,750.0,760.0,770.0,780.0,790.0,800.0,810.0,820.0,830.0,840.0,850.0,860.0,870.0,880.0,890.0,900.0,910.0,920.0,930.0,940.0,950.0,960.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3488.4968,7457.1846,12800.6731,10910.256,34012.716,3788.1555,3824.1328,0.0,0.0,4387.2217,13716.903600000001,74736.119,4568.205,16247.8287,0.0,0.0,3443.0059,0.0,0.0,0.0,0.0,3525.9536,4073.5164,0.0,4301.7886,6108.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.2432,2667.9944,7302.3315,2131.7769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.7078,16414.2861,0.0,18821.4735,35372.072,0.0,5189.6553,0.0,0.0,4620.495,5396.0513,25749.3157,0.0,0.0,7981.5841,3487.1567,5740.8096,10867.2984,10658.9155,0.0,0.0,0.0,4752.9043,0.0,0.0,3542.0369,4877.4707,0.0,0.0,0.0,0.0,1934.7993,0.0,5225.97,0.0,2044.3439,5732.802299999999,3763.437,15385.618,1712.3268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51437.6683,0.0,12697.455,0.0,0.0,0.0,0.0,10502.0045,5025.9146,5108.6255,31485.0664,8130.5052,0.0,7376.218500000001,8345.992,4693.4976,5702.199,0.0,0.0,0.0,0.0,3843.3777,0.0,0.0,0.0,0.0,0.0,5018.6665,0.0,0.0,0.0,0.0,2687.6357,0.0,2036.6622,16945.6683,1549.301,2300.7715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6098.722,0.0,5961.234,0.0,0.0,24337.417,0.0,0.0,0.0,5346.033,5224.967,5995.2188,0.0,0.0,0.0,15404.194,0.0,9014.831,7749.6739,0.0,0.0,4184.0186,4070.7288,0.0,21084.058100000002,29377.5065,15576.5438,0.0,4847.4653,8354.2229,0.0,0.0,26761.3825,0.0,0.0,11915.107100000001,12270.212,13997.199,8795.4999,9976.0762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7099.6157,6765.937,0.0,0.0,0.0,22997.273999999998,5100.9165,16486.329,0.0,0.0,12464.2383,11848.553,6163.332,4183.469,0.0,35337.8947,16481.9795,54222.613,12411.5413,4561.3813,0.0,23748.3833,0.0,0.0,70352.5655,0.0,4023.8076,20639.424899999998,4619.455,87313.51999999999,2760.0908,8657.3613,35029.576,3346.246,2099.8337,2611.6118,5336.5225,0.0,5003.291,12948.137999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064.843,19326.42,0.0,51471.140999999996,31798.942,0.0,24480.457,43209.897,0.0,40995.035,41005.31,54811.439,40106.664,0.0,0.0,0.0,14880.778,61432.294,24195.084,12153.218,0.0,13655.512,40402.598,0.0,25610.182,0.0,0.0,34731.0753,27687.945,29546.719,4717.671,16003.399999999998,35073.662000000004,0.0,0.0,0.0,7198.9536,18085.9537,9974.901399999999,33639.529299999995,0.0,9937.5785,39229.047,0.0,0.0,0.0,0.0,0.0,6984.296,0.0,0.0,5094.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143601.696,231141.90000000002,0.0,22406.76,84152.51000000001,0.0,0.0,0.0,0.0,0.001,48107.273,544951.755,308161.07,0.0,28090.348,77737.99,92519.49,35935.59,0.0,208823.477,146474.99599999998,0.0,140674.98200000002,0.0,57925.402,0.0,798333.625,110776.28,475601.803,17990.729,62299.746,24930.167,46017.973,0.0,50243.30500000001,29626.546000000002,23267.887,16399.615,138054.05,0.0,0.0,11899.868,549616.918,98384.202,0.0,40657.58,38330.2,7717.524,13621.535,0.0,0.0,0.0,16366.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116706.555,227595.98,338505.94,0.0,0.0,117278.27,218469.61,0.0,155397.56,177542.481,127558.93,1173402.5,765661.5700000001,301016.72,205969.08000000002,380234.2,980065.23,710609.3099999999,0.0,1012883.6599999999,1033575.28,3294819.79,1440690.98,726193.1,1187612.02,1847588.23,139790.35,139876.17,943553.14,1089758.91,601942.11,136224.3,0.0,1026037.49,240682.09,387230.45,473790.71,247642.06,0.0,157418.519,61837.81,183420.65600000002,247228.053,167477.855,65013.973,175102.018,77936.766,128497.1,194049.9,42162.59,0.0,193046.395,123690.62,0.0,0.0,60564.574,0.0,238102.17599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035267.12,222899.25,746688.3,746914.9,0.0,0.0,5088012.9,0.0,646795.4,1032886202.9,915410.94,927345.6699999999,568918.69,3818984.2,0.0,17100972.32,0.0,4177210.7199999997,2047096.5300000003,3347539.76,2849816.09,3394600.02,472772.7,6889402.050000001,6664513.5600000005,3403097.5700000003,1721122.9,2778483.59,476247.34,2550737.5,3311917.15,966350.72,11833264.8,1429249.2,1497531.5100000002,810046.61,2307922.1969999997,2693416.76,252716.36,0.0,104876.62,0.0,0.0,230849.66,0.0,0.0,0.0,227400.39,522207.4,164447.0,116593.18,0.0,349940.22,0.0,320343.5,179240.88,66640.31,111088.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
