ID,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0,360.0,370.0,380.0,390.0,400.0,410.0,420.0,430.0,440.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,750.0,760.0,770.0,780.0,790.0,800.0,810.0,820.0,830.0,840.0,850.0,860.0,870.0,880.0,890.0,900.0,910.0,920.0,930.0,940.0,950.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19689.1265,11261.8177,0.0,18956.611,15639.22,0.0,0.0,5231.4536,0.0,25274.205,0.0,19859.9255,0.0,14082.244,0.0,0.0,3833.1873,3572.5886,0.0,0.0,0.0,3222.3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8130.5698999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10090.755,4865.5005,5274.5654,0.0,0.0,4176.9175,0.0,0.0,6999.1626,3151.9314,0.0,3260.6206,3844.4272,7104.8505000000005,3678.2073,5734.8247,0.0,0.0,0.0,0.0,3965.9534,0.0,8947.24,8535.1099,0.0,0.0,0.0,0.0,0.0,0.0,22644.995600000002,0.0,0.0,0.0,0.0,2135.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41301.856,16040.806,4403.832,0.0,4488.2163,0.0,0.0,0.0,5334.568,3787.0286,23653.831,4510.723,0.0,4392.1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4724.446,0.0,3362.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7856.152,4809.0662999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8227.35,6315.7134,0.0,0.0,0.0,0.0,0.0,4361.363,12120.0257,10739.14,15603.529999999999,0.0,0.0,3768.8992,4581.8726,15052.487099999998,0.0,4976.294,0.0,0.0,0.0,0.0,38730.633299999994,17558.108699999997,6093.2803,0.0,6495.982599999999,39303.8391,0.0,5173.4243,13687.4645,0.0,0.0,0.0,3700.8266,3320.9246,4715.6916,6669.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8481.659,0.0,0.0,5005.625,0.0,6479.4043,0.0,0.0,0.0,0.0,17554.7634,25181.181300000004,7813.6196,17638.2676,0.0,5092.4966,8993.4481,4591.5,89727.67499999999,19336.8885,43146.89,0.0,0.0,9722.4485,0.0,24837.626,65211.057,0.0,9258.2027,11558.5132,123439.3735,3512.34,6403.9053,18130.706,0.0,0.0,0.0,10052.1247,14847.202700000002,9291.349600000001,11233.95,2612.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13716.631,0.0,0.0,0.0,7131.9053,0.0,20446.1125,8932.1875,78632.0825,13518.526,6497.505,39964.194,32711.131,0.0,65163.592000000004,0.0,22624.832000000002,9105.771,37741.468,23820.764000000003,0.0,37710.857,112840.02669999999,8964.145,4091.4858,20457.7398,9036.443,0.0,17915.7186,30422.635,0.0,0.0,0.0,0.0,0.0,4182.7383,32294.1123,3184.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.6816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70946.268,22102.883,0.0,0.0,12219.736,0.0,0.0,0.0,19898.373,0.0,56677.15,4800.3447,53318.84,0.0,135441.64,20035.16,75080.78,42063.863,28773.578,28736.078,46813.55,44197.223,0.0,283340.10000000003,418087.68700000003,325911.698,0.0,79062.338,10149.946,268117.65599999996,15674.353,172589.596,0.0,129068.27900000001,0.0,0.0,37281.23,13189.833,11913.602,5481.94,0.0,8016.219,0.0,433914.6157,20596.768,0.0,18507.219,0.0,0.0,0.0,0.0,10113.452,6675.3486,64427.395,48335.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73793.92,162433.09600000002,78402.91,0.0,62158.73,0.0,207983.885,138455.78,0.0,0.0,74641.87,488274.6,490962.6,561790.72,0.0,273300.21,0.0,102261.82,259509.054,0.0,367571.644,100634.51,1430476.7839999998,108705.63,2905813.34,2518680.14,857063.8400000001,1273583.8099999998,0.0,164128.25,804938.344,232202.22000000003,268815.25,391035.8,96894.75,548349.85,104983.78,301041.064,198559.58,131452.657,127231.508,127633.303,221510.92,60339.934,68954.73,77422.408,23524.488,164063.06,99937.95,0.0,0.0,335211.0,0.0,27678.227,0.0,92012.03,0.0,120444.986,0.0,282506.18,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637111.06,1676960.0,1975214.7699999998,3678114.8699999996,13017383.139999999,0.0,32008159.5,0.0,4572557.7,1062740.81,6150895.680000001,727273.75,3171321.1999999997,4767694.25,1410582.42,1595511.9,518559.4,1239198.65,181532.83,3091804.0999999996,351340.5,1334108.19,977765.4,699033.73,1811321.2,1352126.1600000001,923996.35,4014423.5399999996,127505.58,324445.22,1873832.8,2714246.3340000003,0.0,274584.97,0.0,0.0,250033.4,506334.33999999997,0.0,0.0,372305.06,0.0,0.0,116131.22,0.0,0.0,0.0,0.0,0.0,0.0,265794.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
